Code;Omschrijving;CASnummer;Groep;SIKBid;D_BEGIN;D_EIND;D_STATUS
26DNO2Tol;2.6-dinitrotolueen;606-20-2;ChemischeStof;1736;10-05-2014;;G
26DttC4y14be;2.6-di-tert-butyl-1.4-benzochinon;719-22-2;ChemischeStof;2941;10-05-2014;;G
26DttC4yFol;2.6-di-tert-butylfenol;128-39-2;ChemischeStof;2942;10-05-2014;;G
26TolDiCN;2.6-tolueendiisocyanaat;91-08-7;ChemischeStof;2943;10-05-2014;;G
26xyldne;2.6-xylidine;87-62-7;ChemischeStof;2944;10-05-2014;;G
2Ao4ClFol;2-amino-4-chloorfenol;95-85-2;ChemischeStof;2949;10-05-2014;;G
2AoC2ypprzne;2-aminoethylpiperazine;140-31-8;ChemischeStof;2212;08-06-2011;;G
2AoNaf;2-aminonaftaleen;91-59-8;ChemischeStof;2952;10-05-2014;;G
2Aoactfnn;2-aminoacetofenon;551-93-9;ChemischeStof;2950;10-05-2014;;G
2Aoatcnn;2-aminoanthrachinon;117-79-3;ChemischeStof;2951;10-05-2014;;G
2Aobztzl;2-aminobenzothiazool;136-95-8;ChemischeStof;4956;21-01-2014;;G
2Br14HOFyC2a;2-broom-1-(4-hydroxyfenyl)ethaan-1-on;2491-38-5;ChemischeStof;2953;10-05-2014;;G
2C11on;2-undecanon;112-12-9;ChemischeStof;2954;10-05-2014;;G
2C19on;2-nonadecanon;629-66-3;ChemischeStof;2955;10-05-2014;;G
2C1ox2C1yC4a;2-methoxy-2-methylbutaan;994-05-8;ChemischeStof;2956;10-05-2014;;G
2C1ox4NO2Fol;2-methoxy-4-nitrofenol;3251-56-7;ChemischeStof;4957;21-01-2014;;G
2C1oxAn;2-methoxyaniline;90-04-0;ChemischeStof;2957;10-05-2014;;G
2C1oxC2ol;2-methoxyethanol;109-86-4;ChemischeStof;158;08-06-2011;;G
2C1oxNaf;2-methoxynaftaleen;93-04-9;ChemischeStof;2958;10-05-2014;;G
2C1y1C3al;2-methyl-1-propanal;78-84-2;ChemischeStof;2959;10-05-2014;;G
2C1y1Fy2C3ol;2-methyl-1-fenyl-2-propanol;100-86-7;ChemischeStof;2960;10-05-2014;;G
2C1y2C4ol;2-methyl-2-butanol;75-85-4;ChemischeStof;2962;10-05-2014;;G
2C1y2Hitaz3o;2-methyl-2H-isothiazool-3-on;2682-20-4;ChemischeStof;2963;10-05-2014;;G
2C1y2bztazl;2-methyl-2-benzotriazool;16584-00-2;ChemischeStof;2961;10-05-2014;;G
2C1y2tazlne;2-methyl-2-thiazoline;2346-00-1;ChemischeStof;2964;10-05-2014;;G
2C1y5NO2imdz;2-methyl-5-nitroimidazool;696-23-1;ChemischeStof;2965;10-05-2014;;G
2C1yAn;2-methylaniline;95-53-4;ChemischeStof;1340;08-06-2011;;G
2C1yC3ol;2-methylpropanol (iso-butanol);78-83-1;ChemischeStof;894;10-05-2014;;G
2C1yC4a;2-methylbutaan;78-78-4;ChemischeStof;162;08-06-2011;;G
2C1yC5a;2-methylpentaan;107-83-5;ChemischeStof;166;06-07-2013;;G
2C1yC6a;2-methylhexaan;591-76-4;ChemischeStof;164;06-07-2013;;G
2C1yC6azr;2-methylhexaanzuur;4536-23-6;ChemischeStof;2967;10-05-2014;;G
2C1yC7a;2-methylheptaan;592-27-8;ChemischeStof;163;06-07-2013;;G
2C1yNaf;2-methylnaftaleen;91-57-6;ChemischeStof;165;08-06-2011;;G
2C1ybztazl;2-methylbenzothiazool;120-75-2;ChemischeStof;2966;10-05-2014;;G
2C1yidl;2-methylindol;95-20-5;ChemischeStof;2968;10-05-2014;;G
2C1yltntl;2-methyllactonitril;75-86-5;ChemischeStof;2969;10-05-2014;;G
2C1yprdne;2-methylpyridine;109-06-8;ChemischeStof;167;08-06-2011;;G
2C1yqnlne;2-methylquinoline;91-63-4;ChemischeStof;2970;10-05-2014;;G
2C1ytobztazl;2-methylthiobenzothiazool;615-22-5;ChemischeStof;2971;10-05-2014;;G
2C2ox2C1yC3a;2-ethoxy-2-methylpropaan;637-92-3;ChemischeStof;1852;08-06-2011;;G
2C2oxC2ol;2-ethoxyethanol;110-80-5;ChemischeStof;149;08-06-2011;;G
2C2y1C6ol;2-ethyl-1-hexanol;104-76-7;ChemischeStof;736;08-06-2011;;G
2C2yC6azr;2-ethylhexaanzuur;149-57-5;ChemischeStof;152;08-06-2011;;G
2C2yC6y4C1ox;2-ethylhexyl-4-methoxycinnamaat;5466-77-3;ChemischeStof;2972;10-05-2014;;G
2C2yC6yDFyPO;2-ethylhexyldifenylfosfaat;1241-94-7;ChemischeStof;2973;10-05-2014;;G
2C2yC6yNO3;2-ethylhexylnitraat;27247-96-7;ChemischeStof;4958;21-01-2014;;G
2C2yC6yaclt;2-ethylhexylacrylaat;103-11-7;ChemischeStof;153;06-07-2013;;G
2C2yFol;2-ethylfenol;90-00-6;ChemischeStof;151;10-05-2014;;G
2C2yTol;2-ethyltolueen;611-14-3;ChemischeStof;154;08-06-2011;;G
2C3ezr;2-propeenzuur;79-10-7;ChemischeStof;255;08-06-2011;;G
2C3ol;2-propanol;67-63-0;ChemischeStof;174;09-06-2011;;G
2C3y2C7eal;2-propyl-2-heptenal;34880-43-8;ChemischeStof;4959;21-01-2014;;G
2C3yC7azrC1y;2-propylheptaanzuur methylester;56247-53-1;ChemischeStof;4960;21-01-2014;;G
2C3yFol;2-propylfenol;644-35-9;ChemischeStof;168;08-06-2011;;G
2C3yeBen;2-propenylbenzeen;300-57-2;ChemischeStof;2974;10-05-2014;;G
2C4ol;2-butanol;78-92-2;ChemischeStof;142;08-06-2011;;G
2C4on;2-butanon (MEK);78-93-3;ChemischeStof;1171;08-06-2011;;G
2C4oxC2ol;2-butoxyethanol;111-76-2;ChemischeStof;418;08-06-2011;;G
2C4oxC2yactt;2-butoxyethylacetaat;112-07-2;ChemischeStof;4961;21-01-2014;;G
2C5on;2-pentanon;107-87-9;ChemischeStof;173;08-06-2011;;G
2C6ol;2-hexanol;626-93-7;ChemischeStof;4962;21-01-2014;;G
2C6on;2-hexanon;591-78-6;ChemischeStof;156;08-06-2011;;G
2C8ol;2-octanol;123-96-6;ChemischeStof;171;06-07-2013;;G
2C8y2Hitaz3o;2-octyl-2H-isothiazool-3-on;26530-20-1;ChemischeStof;2978;10-05-2014;;G
2Cl11DC1yC2y;2-chloor-1.1-dimethylethylbenzeen;515-40-2;ChemischeStof;2979;10-05-2014;;G
2Cl2C3eol;2-chloor-2-propeen-ol;5976-47-6;ChemischeStof;2980;10-05-2014;;G
2Cl4C1yAn;2-chloor-4-methylaniline;615-65-6;ChemischeStof;2981;10-05-2014;;G
2Cl4NO2An;2-chloor-4-nitroaniline;121-87-9;ChemischeStof;2982;10-05-2014;;G
2Cl4NO2Tol;2-chloor-4-nitrotolueen;121-86-8;ChemischeStof;2983;10-05-2014;;G
2Cl5C1yAn;2-chloor-5-methylaniline;95-81-8;ChemischeStof;2984;10-05-2014;;G
2Cl5C1yFol;2-chloor-5-methylfenol;615-74-7;ChemischeStof;144;06-07-2013;;G
2Cl5NO2An;2-chloor-5-nitroaniline;6283-25-6;ChemischeStof;2985;10-05-2014;;G
2Cl5NO2Tol;2-chloor-5-nitrotolueen;13290-74-9;ChemischeStof;2986;10-05-2014;;G
2Cl6C1yAn;2-chloor-6-methylaniline;87-63-8;ChemischeStof;2987;10-05-2014;;G
2Cl6C1yFol;2-chloor-6-methylfenol;87-64-9;ChemischeStof;2597;08-06-2011;;G
2Cl6FBenAd;2-chloor-6-fluorbenzamide;66073-54-9;ChemischeStof;2989;10-05-2014;;G
2Cl6NO2An;2-chloor-6-nitroaniline;769-11-9;ChemischeStof;2990;10-05-2014;;G
2Cl6NO2Tol;2-chloor-6-nitrotolueen;83-42-1;ChemischeStof;2991;10-05-2014;;G
2Cl6TClC1ypr;2-chloor-6-(trichloormethyl)pyridine;1929-82-4;ChemischeStof;2992;10-05-2014;;G
2ClAn;2-chlooraniline;95-51-2;ChemischeStof;145;08-06-2011;;G
2ClC2ol;2-chloorethanol;107-07-3;ChemischeStof;2995;10-05-2014;;G
2ClC3a;2-chloorpropaan;75-29-6;ChemischeStof;1737;06-07-2013;;G
2ClEyEtr;2-chloorethylether;628-34-2;ChemischeStof;2996;10-05-2014;;G
2ClFol;2-chloorfenol;95-57-8;ChemischeStof;146;08-06-2011;;G
2ClNaf;2-chloornaftaleen;91-58-7;ChemischeStof;147;08-06-2011;;G
2ClTol;2-chloortolueen;95-49-8;ChemischeStof;1330;08-06-2011;;G
2ClacAd;2-chlooraceetamide;79-07-2;ChemischeStof;2993;10-05-2014;;G
2Clactfnn;2-chlooracetofenon;532-27-4;ChemischeStof;2994;10-05-2014;;G
2FyAoC2ol;2-fenylamino-ethanol;122-98-5;ChemischeStof;4963;21-01-2014;;G
2FyC2yAe;b-fenylethylamine;64-04-0;ChemischeStof;2997;10-05-2014;;G
2FyFol;2-fenylfenol;90-43-7;ChemischeStof;1332;10-05-2014;;G
2FysfnAn;2-(fenylsulfonyl)aniline;4273-98-7;ChemischeStof;2998;10-05-2014;;G
2HOxC2yhdzne;2-hydroxyethylhydrazine;109-84-2;ChemischeStof;3001;10-05-2014;;G
2HOxNaf;2-naftol;135-19-3;ChemischeStof;169;06-07-2013;;G
2HOxatzne;2-hydroxyatrazine;2163-68-0;ChemischeStof;2999;10-05-2014;;G
2HOxbenztazl;2-hydroxybenzothiazol;934-34-9;ChemischeStof;3000;10-05-2014;;G
2HOxibpfn;2-hydroxyibuprofen;51146-55-5;ChemischeStof;;01-02-2014;;G
2HOxppozC14y;2-hydroxypropionzuur tetradecylester;1323-03-1;ChemischeStof;4964;21-01-2014;;G
2NO2An;2-nitroaniline;88-74-4;ChemischeStof;1741;10-05-2014;;G
2NO2C3a;2-nitropropaan;79-46-9;ChemischeStof;3002;10-05-2014;;G
2NO2DFyAe;2-nitrodifenylamine;119-75-5;ChemischeStof;3003;10-05-2014;;G
2NO2Fol;2-nitrofenol;88-75-5;ChemischeStof;170;08-06-2011;;G
2NO2Tol;2-nitrotolueen;88-72-2;ChemischeStof;3005;10-05-2014;;G
2NO2pcsl;2-nitro-p-cresol;119-33-5;ChemischeStof;3004;10-05-2014;;G
2TFC1yAn;2-trifluormethylaniline;88-17-5;ChemischeStof;3006;10-05-2014;;G
2actAoFle;2-acetylaminofluoreen;53-96-3;ChemischeStof;2945;10-05-2014;;G
2actfrn;2-acetylfuran;1192-62-7;ChemischeStof;2946;10-05-2014;;G
2actprl;2-acetylpyrrol;1072-83-9;ChemischeStof;2947;10-05-2014;;G
2ansdnHCl;2-anisidine hydrochloride;134-29-2;ChemischeStof;2948;10-05-2014;;G
2benztazetol;2-benzothiazolethiol;149-30-4;ChemischeStof;1139;08-06-2011;;G
2bztazsfAd;2-benzothiazolsulfonamide;3741-80-8;ChemischeStof;4965;21-01-2014;;G
2ccC6yAotobz;2-(cyclohexylaminothio)benzothiazool;95-33-0;ChemischeStof;4966;21-01-2014;;G
2fenOx1C3ol;2-fenoxy-1-propanol;4169-04-4;ChemischeStof;4967;21-01-2014;;G
2fenOxC2ol;2-fenoxyethanol;122-99-6;ChemischeStof;1974;08-06-2011;;G
2furC1ol;2-furaanmethanol;98-00-0;ChemischeStof;812;08-06-2011;;G
2iC3yFol;2-isopropylfenol;88-69-7;ChemischeStof;157;08-06-2011;;G
2mflntobztaz;2-morfoline(thio)benzothiazool;102-77-2;ChemischeStof;4968;21-01-2014;;G
2t4tDcdeal;2-trans-4-trans-decadienal;25152-84-5;ChemischeStof;4969;21-01-2014;;G
2ttC4y4C1oxF;2-tert-butyl-4-methoxyfenol;121-00-6;ChemischeStof;4970;21-01-2014;;G
2ttC4yFol;2-tert-butylfenol;88-18-6;ChemischeStof;3007;10-05-2014;;G
33DC1oxbzdnD;3.3'-dimethoxybenzidine dihydrochloride;20325-40-0;ChemischeStof;3008;10-05-2014;;G
33DC1oxbzdnH;3.3'-dimethoxybenzidinehydrochloride;111984-09-9;ChemischeStof;3010;10-05-2014;;G
33DC1oxbzdne;3.3'-dimethoxybenzidine;119-90-4;ChemischeStof;3009;10-05-2014;;G
33DC1ybzdnDH;3.3'-dimethylbenzidine dihydrofluoride;41766-75-0;ChemischeStof;3011;10-05-2014;;G
33DC1ybzdne;3.3'-dimethylbenzidine;119-93-7;ChemischeStof;3012;10-05-2014;;G
33DClbzdnDHC;3.3'-dichloorbenzidine dihydrochloride;612-83-9;ChemischeStof;3013;10-05-2014;;G
33DClbzdnSO4;3.3'-dichloorbenzidine sulfaat;64969-34-2;ChemischeStof;3014;10-05-2014;;G
33DClbzdne;3.3'-dichloorbenzidine;91-94-1;ChemischeStof;175;08-06-2011;;G
345TC1yAn;3.4.5-trimethylaniline;1639-31-2;ChemischeStof;3015;10-05-2014;;G
345TC1yFol;3.4.5-trimethylfenol;527-54-8;ChemischeStof;2357;06-07-2013;;G
345TClAn;3.4.5-trichlooraniline;634-91-3;ChemischeStof;176;08-06-2011;;G
345TClFol;3.4.5-trichloorfenol;609-19-8;ChemischeStof;177;08-06-2011;;G
34DC1yAn;3.4-dimethylaniline;95-64-7;ChemischeStof;3017;10-05-2014;;G
34DC1yFol;3.4-dimethylfenol;95-65-8;ChemischeStof;184;10-05-2014;;G
34DC1yactfnn;3.4-dimethylacetofenon;3637-01-2;ChemischeStof;3016;10-05-2014;;G
34DC1yprdne;3.4-dimethylpyridine;583-58-4;ChemischeStof;3018;10-05-2014;;G
34DClAn;3.4-dichlooraniline;95-76-1;ChemischeStof;178;08-06-2011;;G
34DClBencbzr;3.4-dichloorbenzeencarbonzuur;51-44-5;ChemischeStof;4971;21-01-2014;;G
34DClFol;3.4-dichloorfenol;95-77-2;ChemischeStof;179;08-06-2011;;G
34DClNO2Ben;3.4-dichloornitrobenzeen;99-54-7;ChemischeStof;180;08-06-2011;;G
34DNO2Fol;3.4-dinitrofenol;577-71-9;ChemischeStof;182;08-06-2011;;G
34DNO2Tol;3.4-dinitrotolueen;610-39-9;ChemischeStof;1743;06-07-2013;;G
35DC1yAn;3.5-dimethylaniline;108-69-0;ChemischeStof;3019;10-05-2014;;G
35DC1yFol;3.5-dimethylfenol;108-68-9;ChemischeStof;188;10-05-2014;;G
35DC1yprdne;3.5-dimethylpyridine;591-22-0;ChemischeStof;3020;10-05-2014;;G
35DClAn;3.5-dichlooraniline;626-43-7;ChemischeStof;185;08-06-2011;;G
35DClFol;3.5-dichloorfenol;591-35-5;ChemischeStof;186;08-06-2011;;G
35DNO2An;3.5-dinitroaniline;618-87-1;ChemischeStof;3021;10-05-2014;;G
35DNO2Fol;3.5-dinitrofenol;568-11-8;ChemischeStof;1744;06-07-2013;;G
371115T4C1y1;3.7.11.15-tetramethyl-1hexadecanol;645-72-7;ChemischeStof;3022;10-05-2014;;G
37DC1y17C8aD;3.7-dimethyl-1.7-octaandiol;107-74-4;ChemischeStof;4972;21-01-2014;;G
3Ao1C3e;3-amino-1-propeen;107-11-9;ChemischeStof;3023;10-05-2014;;G
3Ao25DClbzez;3-amino-2.5-dichloor-benzoezuur;133-90-4;ChemischeStof;504;08-06-2011;;G
3Br1ClC3e;3-broom-1-chloorpropeen;3737-00-6;ChemischeStof;3024;10-05-2014;;G
3C10yacline;3-decylacroleine;7774-82-5;ChemischeStof;3025;10-05-2014;;G
3C16e;3-hexadeceen;34303-81-6;ChemischeStof;3026;10-05-2014;;G
3C1ox2C4ol;3-methoxy-2-butanol;53778-72-6;ChemischeStof;4973;21-01-2014;;G
3C1y12ccC5aD;3-methyl-1.2-cyclopentaandion;765-70-8;ChemischeStof;3027;10-05-2014;;G
3C1yAn;3-methylaniline;108-44-1;ChemischeStof;208;08-06-2011;;G
3C1yC5a;3-methylpentaan;96-14-0;ChemischeStof;211;06-07-2013;;G
3C1yC5azr;3-methylpentaanzuur;105-43-1;ChemischeStof;4974;21-01-2014;;G
3C1yC6a;3-methylhexaan;589-34-4;ChemischeStof;210;06-07-2013;;G
3C1yC7a;3-methylheptaan;598-81-1;ChemischeStof;209;06-07-2013;;G
3C1yactfnn;3-methylacetofenon;585-74-0;ChemischeStof;3028;10-05-2014;;G
3C1ycltn;3-methylcholantreen;56-49-5;ChemischeStof;3029;10-05-2014;;G
3C1yprdne;3-methylpyridine;108-99-6;ChemischeStof;212;08-06-2011;;G
3C2y4C1yprl2;3-ethyl-4-methylpyrrol-2.5-dion;20189-42-8;ChemischeStof;3030;10-05-2014;;G
3C2yFol;3-ethylfenol;620-17-7;ChemischeStof;201;08-06-2011;;G
3C2yTol;3-ethyltolueen;620-14-4;ChemischeStof;202;08-06-2011;;G
3C5ol;3-pentanol;584-02-1;ChemischeStof;3031;10-05-2014;;G
3Cl2C1y1C3e;3-chloor-2-methyl-1-propeen;563-47-3;ChemischeStof;3032;10-05-2014;;G
3Cl2C1yAn;3-chloor-2-methylaniline;87-60-5;ChemischeStof;3033;10-05-2014;;G
3Cl2NO2An;3-chloor-2-nitroaniline;59483-54-4;ChemischeStof;3034;10-05-2014;;G
3Cl4C1oxAn;3-chloor-4-methoxyaniline;5345-54-0;ChemischeStof;3035;10-05-2014;;G
3Cl4C1yAn;3-chloor-4-methylaniline;95-74-9;ChemischeStof;196;08-06-2011;;G
3Cl4C1yFyura;(3-chloor-4-methylfenyl)urea;13142-64-8;ChemischeStof;3036;10-05-2014;;G
3Cl4NO2Tol;3-chloor-4-nitrotolueen;38939-88-7;ChemischeStof;3037;10-05-2014;;G
3ClAn;3-chlooraniline;108-42-9;ChemischeStof;197;08-06-2011;;G
3ClC3antl;3-chloorpropaannitril;542-76-7;ChemischeStof;3038;10-05-2014;;G
3ClC3e;3-chloorpropeen;107-05-1;ChemischeStof;194;10-05-2014;;G
3ClFol;3-chloorfenol;108-43-0;ChemischeStof;198;08-06-2011;;G
3ClNNDC1yAn;3-chloor-N.N-dimethylaniline;6848-13-1;ChemischeStof;3039;10-05-2014;;G
3ClTol;3-chloortolueen;108-41-8;ChemischeStof;1144;08-06-2011;;G
3Fyoazldne;3-fenyloxazolidine;20503-92-8;ChemischeStof;4975;21-01-2014;;G
3HOxcbfrn;3-hydroxycarbofuran;16655-82-6;ChemischeStof;205;08-06-2011;;G
3NO2An;3-nitroaniline;99-09-2;ChemischeStof;2333;08-06-2011;;G
3NO2Fol;3-nitrofenol;554-84-7;ChemischeStof;213;08-06-2011;;G
3NO2Tol;3-nitrotolueen;99-08-1;ChemischeStof;3040;10-05-2014;;G
3iC3yFol;3-isopropylfenol;618-45-1;ChemischeStof;206;06-07-2013;;G
3ketcbfrn;3-ketocarbofuraan;16709-30-1;ChemischeStof;463;08-06-2011;;G
3ttC4yFol;3-tertiair-butylfenol;585-34-2;ChemischeStof;3041;10-05-2014;;G
3vn4C1yprl25;3-vinyl-4-methylpyrrool-2.5-dion;21494-57-5;ChemischeStof;3042;10-05-2014;;G
41HOx1C1yC2y;4-(1-hydroxy-1-methylethyl)-acetofenon;54549-72-3;ChemischeStof;3043;10-05-2014;;G
44C1yeDAn;4.4'-methyleendianiline;101-77-9;ChemischeStof;3046;10-05-2014;;G
44C1yeb2ClAn;4.4'-methyleenbis(2-chlooraniline);101-14-4;ChemischeStof;3044;10-05-2014;;G
44C1yebNNDC1;4.4'-methyleenbis(N.N-dimethylaniline);101-61-1;ChemischeStof;3045;10-05-2014;;G
44DAoDFyEtr;4.4'-diaminodifenylether;101-80-4;ChemischeStof;3047;10-05-2014;;G
44DClbzfnn;4.4'-dichloorbenzofenon;90-98-2;ChemischeStof;3048;10-05-2014;;G
44DDD;4.4'-dichloordifenyldichloorethaan;72-54-8;ChemischeStof;215;09-06-2011;;G
44DDE;4.4'-dichloordifenyldichlooretheen;72-55-9;ChemischeStof;216;08-06-2011;;G
44DDT;4.4'-dichloordifenyltrichloorethaan;50-29-3;ChemischeStof;217;08-06-2011;;G
44sulfnDFol;4.4-sulfonyldifenol;80-09-1;ChemischeStof;3049;10-05-2014;;G
44thiobBenAe;4.4'-thiobisbenzeenamine;139-65-1;ChemischeStof;3050;10-05-2014;;G
45DCl2C8y2Hi;4.5-dichloor-2-octyl-2H-isothiazool-3-on;64359-81-5;ChemischeStof;3051;10-05-2014;;G
45DCl2NO2An;4.5-dichloor-2-nitroaniline;6641-64-1;ChemischeStof;3052;10-05-2014;;G
45DCl3H12Dto;4.5-dichloor-3H-1.2-dithiool-3-on;1192-52-5;ChemischeStof;3053;10-05-2014;;G
4AoDFy;4-aminodifenyl;92-67-1;ChemischeStof;2410;08-06-2011;;G
4Aoatprne;4-aminoantipyrine;83-07-8;ChemischeStof;3054;10-05-2014;;G
4AoazBen;4-aminoazobenzeen;60-09-3;ChemischeStof;3055;10-05-2014;;G
4BrAn;4-broomaniline;106-40-1;ChemischeStof;3056;10-05-2014;;G
4BrFyFyEtr;4-broomfenylfenylether;101-55-3;ChemischeStof;2334;06-07-2013;;G
4C1ox2NO2An;4-methoxy-2-nitroaniline;96-96-8;ChemischeStof;3057;10-05-2014;;G
4C1oxbzAh;4-methoxybenzaldehyde;123-11-5;ChemischeStof;4976;21-01-2014;;G
4C1y2C5ol;4-methyl-2-pentanol;108-11-2;ChemischeStof;1749;10-05-2014;;G
4C1y2C5on;4-methyl-2-pentanon (MIBK);108-10-1;ChemischeStof;1175;08-06-2011;;G
4C1y2NO2An;4-methyl-2-nitroaniline;89-62-3;ChemischeStof;3060;10-05-2014;;G
4C1y3NO2An;4-methyl-3-nitroaniline;119-32-4;ChemischeStof;3061;10-05-2014;;G
4C1y3tazlne;4-methyl-3-thiazoline;52558-99-3;ChemischeStof;3062;10-05-2014;;G
4C1yAn;4-methylaniline;106-49-0;ChemischeStof;3063;10-05-2014;;G
4C1ycarbzl;4-methylcarbazol;3770-48-7;ChemischeStof;3064;10-05-2014;;G
4C1yidl;4-methylindol;16096-32-5;ChemischeStof;3065;10-05-2014;;G
4C1yqnlne;4-methylquinoline;491-35-0;ChemischeStof;3066;10-05-2014;;G
4C1yvlrazr;4-methylvaleriaanzuur;646-07-1;ChemischeStof;3067;10-05-2014;;G
4C2y1ot3ol;4-ethyl-1-octyn-3-ol;5877-42-9;ChemischeStof;4977;21-01-2014;;G
4C2y35DC1yFo;4-ethyl-3.5-dimethylfenol;62126-77-6;ChemischeStof;3068;10-05-2014;;G
4C2y4C6ymfln;4-ethyl-4-hexadecylmorpholiniumethylsulfaat;78-21-7;ChemischeStof;3069;10-05-2014;;G
4C2yFol;4-ethylfenol;123-07-9;ChemischeStof;230;08-06-2011;;G
4C2yTol;4-ethyltolueen;622-96-8;ChemischeStof;232;08-06-2011;;G
4C4oxC4azr;4-butoxybutaanzuur;55724-73-7;ChemischeStof;3071;10-05-2014;;G
4C4oxFol;4-butoxyfenol;122-94-1;ChemischeStof;3072;10-05-2014;;G
4C8yFol;4-n-octylfenol;1806-26-4;ChemischeStof;3073;10-05-2014;;G
4C9yFol;4-nonylfenol;104-40-5;ChemischeStof;2364;08-06-2011;;G
4CPA;4-chloorfenoxyazijnzuur;122-88-3;ChemischeStof;2412;08-06-2011;;G
4Cl26DNO2An;4-chloor-2.6-dinitroaniline;5388-62-5;ChemischeStof;3074;10-05-2014;;G
4Cl2C1yAn;4-chloor-2-methylaniline (p-chloor-o-toluidine);95-69-2;ChemischeStof;3075;10-05-2014;;G
4Cl2C1yFol;4-chloor-2-methylfenol;1570-64-5;ChemischeStof;224;08-06-2011;;G
4Cl2NO2An;4-chloor-2-nitroaniline;89-63-4;ChemischeStof;3077;10-05-2014;;G
4Cl2NO2Tol;4-chloor-2-nitrotolueen;89-59-8;ChemischeStof;3079;10-05-2014;;G
4Cl2NO2ansl;4-chloor-2-nitroanisool;89-21-4;ChemischeStof;3078;10-05-2014;;G
4Cl3C1yAn;4-chloor-3-methylaniline;7149-75-9;ChemischeStof;3080;10-05-2014;;G
4Cl3C1yFol;4-chloor-3-methylfenol;59-50-7;ChemischeStof;227;08-06-2011;;G
4Cl3NO2Tol;4-chloor-3-nitrotolueen;89-60-1;ChemischeStof;3082;10-05-2014;;G
4ClAn;4-chlooraniline;106-47-8;ChemischeStof;228;08-06-2011;;G
4ClFol;4-chloorfenol;106-48-9;ChemischeStof;229;08-06-2011;;G
4ClFyFyEtr;4-chloorfenyl fenylether;7005-72-3;ChemischeStof;2413;06-07-2013;;G
4ClNC1yAn;4-chloor-N-methylaniline;932-96-7;ChemischeStof;3083;10-05-2014;;G
4ClTol;4-chloortolueen;106-43-4;ChemischeStof;1358;08-06-2011;;G
4Cy1cycC6on;4-methylcyclohexanon;589-92-4;ChemischeStof;1750;06-07-2013;;G
4DC1yAoazBen;4-dimethylaminoazobenzeen;60-11-7;ChemischeStof;2423;08-06-2011;;G
4HccPedefFen;4H-cyclopenta[d.e.f]fenantreen-4-on;5737-13-3;ChemischeStof;;08-02-2014;;G
4Hox4C1y2C5o;4-hydroxy-4-methyl-2-pentanon;123-42-2;ChemischeStof;588;08-06-2011;;G
4NO2An;4-nitroaniline;100-01-6;ChemischeStof;2335;08-06-2011;;G
4NO2DC1yAn;4-nitrodimethylaniline;100-23-2;ChemischeStof;4978;21-01-2014;;G
4NO2DFy;4-nitrodifenyl;92-93-3;ChemischeStof;3086;10-05-2014;;G
4NO2DFyAe;4-nitrodifenylamine;836-30-6;ChemischeStof;3087;10-05-2014;;G
4NO2Fol;4-nitrofenol;100-02-7;ChemischeStof;235;08-06-2011;;G
4NO2sDFyAe;4-nitrosodifenylamine;156-10-5;ChemischeStof;3088;10-05-2014;;G
4Ooifrn;4-oxoisoforon;1125-21-9;ChemischeStof;3089;10-05-2014;;G
4cumFol;4-cumylfenol;599-64-4;ChemischeStof;3084;10-05-2014;;G
4iC3yAn;4-isopropylaniline (Cumidine);99-88-7;ChemischeStof;3085;10-05-2014;;G
4iC3yFol;4-isopropylfenol;99-89-8;ChemischeStof;233;06-07-2013;;G
4ttC4y26DC1y;4'-tertiair-butyl-2'.6'-dimethylacetofenon;2040-10-0;ChemischeStof;3090;10-05-2014;;G
4ttC4yFol;4-tertiair-butylfenol;98-54-4;ChemischeStof;1345;09-11-2011;;G
4ttC4yccC6on;4-tert-butylcyclohexanon;98-53-3;ChemischeStof;3091;10-05-2014;;G
4ttC8yFol;4-tertiair-octylfenol;140-66-9;ChemischeStof;2366;08-06-2011;;G
5677aT4H447a;5.6.7.7a-tetrahydro-4.4.7a-trimethyl-2-benzofuranon;15356-74-8;ChemischeStof;3092;10-05-2014;;G
5C1y2C6on;5-methyl-2-hexanon;110-12-3;ChemischeStof;237;06-07-2013;;G
5C1yT4lne;5-methyltetralin;2809-64-5;ChemischeStof;3095;10-05-2014;;G
5C1yoansdne;5-methyl-o-anisidine;120-71-8;ChemischeStof;3094;10-05-2014;;G
5Cl2C1y2Hita;5-chloor-2-methyl-2H-isothiazool-3-on;26172-55-4;ChemischeStof;3096;10-05-2014;;G
5Cl2C1yAn;5-chloor-2-methylaniline;95-79-4;ChemischeStof;3097;10-05-2014;;G
5Cl2NO2An;5-chloor-2-nitroaniline;1635-61-6;ChemischeStof;3098;10-05-2014;;G
5Cl2NO2Tol;5-chloor-2-nitrotolueen;5367-28-2;ChemischeStof;3099;10-05-2014;;G
5HDbenzbfazp;5H-dibenz[b.f]azepine;256-96-2;ChemischeStof;3100;10-05-2014;;G
5NO2oansdne;5-nitro-ortho-anisidine;99-59-2;ChemischeStof;3102;10-05-2014;;G
5NO2otlidne;5-nitro-ortho-toluidine;99-55-8;ChemischeStof;2416;08-06-2011;;G
5bcholet3on;5-beta-cholestan-3-one;601-53-6;ChemischeStof;3093;10-05-2014;;G
5choletne;5-cholestene;570-74-1;ChemischeStof;4979;21-01-2014;;G
5iC3y2C1yFol;5-isopropyl-2-methylfenol;499-75-2;ChemischeStof;3101;10-05-2014;;G
